"site_id_with_pcr","week_end","site_id","mean_pcr_target_avg_conc_lin","all_pcr_target_avg_conc_lin","wval_site_wk","all_sample_collect_dates","days_since_first_sample","baseline_avg_conc_ln","last_baseline_ln","last_std_ln","std_avg_conc_ln","pcr_target_below_lod","pcr_target","all_ww_index_ln_lin","source","county_names","wval_site_wk_level"
"15001-003-01-00-00_fluav",2024-12-21,"15001-003-01-00-00",11257.7332270045,"12411.2201991192, 10104.2462548899",43.1965769817603,"2024-12-19, 2024-12-16",392,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","49.3251141968956, 37.0680397666249","CDC_VERILY",15001,"Very High"
"15001-003-01-00-00_fluav",2024-12-28,"15001-003-01-00-00",9887.83129381599,"11753.9807856652, 8021.68180196682",36.3171098200693,"2024-12-26, 2024-12-23",399,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","45.734344053961, 26.8998755861775","CDC_VERILY",15001,"Very High"
"15001-003-01-00-00_fluav",2025-01-04,"15001-003-01-00-00",16168.1786122474,"17439.610548175, 14896.7466763198",71.3405607204668,"2025-01-02, 2024-12-30",406,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","79.1190433022933, 63.5620781386403","CDC_VERILY",15001,"Very High"
"15001-003-01-00-00_fluav",2025-01-11,"15001-003-01-00-00",3445.90773666365,"6141.8154733273, 750",9.78151509981592,"2025-01-08, 2025-01-06",413,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","18.5630301996318, 1","CDC_VERILY",15001,"Moderate"
"15001-003-01-00-00_fluav",2025-01-18,"15001-003-01-00-00",4009.33237293514,"4715.32859072097, 3303.33615514932",10.3507693832074,"2025-01-15, 2025-01-13",420,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","12.8585522056167, 7.84298656079811","CDC_VERILY",15001,"Moderate"
"15001-003-01-00-00_fluav",2025-01-25,"15001-003-01-00-00",2979.55393412971,"2796.0524226365, 3163.05544562292",6.8028246300074,"2025-01-22, 2025-01-21",428,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","6.2214905247453, 7.3841587352695","CDC_VERILY",15001,"Moderate"
"15001-003-01-00-00_fluav",2025-02-01,"15001-003-01-00-00",2230.17996211161,"2589.27927080543, 1871.0806534178",4.57624289130266,"2025-01-29, 2025-01-27",434,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","5.59168211016613, 3.56080367243918","CDC_VERILY",15001,"Low"
"15001-003-01-00-00_fluav",2025-02-08,"15001-003-01-00-00",3585.58944995475,"5082.00932382504, 2089.16957608447",9.20923807874699,"2025-02-05, 2025-02-03",441,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","14.2683276961118, 4.15014846138221","CDC_VERILY",15001,"Moderate"
"15001-003-01-00-00_fluav",2025-02-15,"15001-003-01-00-00",2804.95693105279,"1748.98614038009, 3860.92772172549",6.49135762343869,"2025-02-12, 2025-02-10",448,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","3.24217545087389, 9.74053979600349","CDC_VERILY",15001,"Moderate"
"15001-003-01-00-00_fluav",2025-02-22,"15001-003-01-00-00",3975.18093928205,"1847.81768557466, 6102.54419298944",10.9489005498781,"2025-02-19, 2025-02-18",456,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","3.4994522491755, 18.3983488505807","CDC_VERILY",15001,"Moderate"
